STUDENT_ID,GENDER,GRADE_LEVEL,PARENT_EDUCATION_LEVEL,FAMILY_INCOME,AVERAGE_SCORE,PASS_FAIL_RATE,ATTENDANCE_PERCENT,ACTIVITY_FLAG,ACTIVITY_HOURS,HIGHEST_ACHIEVEMENT,DISCIPLINE_COUNT,DISCIPLINE_SEVERITY,PRIMARY_INCIDENT_TYPE,AVG_TEACHER_RATING,AVG_TEACHER_EXPERIENCE
S9134,Male,1,PhD,737036,46.55,1,85.21,1,8.33,State,4,3,Bullying,2.60,21.00
S9135,Male,3,None,597825,40.11,1,84.45,1,5.80,State,5,2,Cheating,,
S9136,Female,3,High School,675170,55.30,1,84.78,1,9.67,State,3,3,Cheating,,
S9137,Female,1,High School,295972,48.72,1,85.32,1,6.50,State,4,3,Cheating,3.80,22.00
S9138,Male,6,PhD,867643,36.97,0,83.57,1,5.80,None,5,3,Bullying,,
S9139,Female,2,Master,428303,52.30,1,86.20,1,10.80,State,2,1,Misconduct,4.80,11.00
S9140,Male,4,High School,256162,54.21,1,84.23,1,7.50,State,2,3,Bullying,2.87,13.67
S9141,Male,7,None,979027,53.09,1,86.20,1,6.00,State,4,2,Late Submission,2.90,27.00
S9142,Male,8,Bachelor,62359,54.64,1,86.75,1,13.40,School,3,2,Late Submission,,
S9143,Female,2,High School,75185,50.42,1,85.76,1,6.75,School,1,2,Cheating,4.00,19.00
S9144,Female,9,PhD,493754,46.11,1,84.34,1,7.50,State,1,2,Other,3.87,9.00
S9145,Female,9,Master,390306,40.11,1,84.88,1,8.71,State,4,3,Late Submission,4.80,33.00
S9146,Female,1,PhD,405236,56.28,1,84.56,1,9.50,State,3,3,Bullying,,
S9147,Female,6,None,361087,50.92,1,84.78,1,6.83,School,2,3,Bullying,2.40,13.00
S9148,Male,4,Master,482329,53.66,1,85.43,1,3.83,School,3,3,Cheating,2.90,17.00
S9149,Female,3,Master,236627,56.23,1,84.12,1,5.78,State,1,2,Bullying,,
S9150,Female,2,PhD,180904,43.48,1,85.32,1,8.00,State,7,3,Bullying,2.55,20.00
S9151,Male,1,Bachelor,881761,50.72,1,84.56,1,9.43,State,2,3,Cheating,4.67,14.00
S9152,Female,11,Bachelor,98218,52.09,1,84.78,1,4.50,State,2,2,Cheating,2.00,9.00
S9153,Female,3,None,560650,54.84,1,83.24,1,7.56,State,3,3,Other,,
S9154,Female,11,High School,360267,44.26,1,83.46,1,6.33,State,3,3,Bullying,2.30,9.50
S9155,Female,2,Master,872200,51.72,1,83.90,1,11.00,National,3,3,Late Submission,,
S9156,Female,5,None,513071,51.26,1,84.12,1,7.25,School,6,3,Misconduct,3.30,18.50
S9157,Female,9,Bachelor,518208,60.66,1,84.23,1,8.00,State,1,1,Bullying,3.75,21.00
S9158,Male,2,None,464493,45.10,1,85.65,1,3.00,None,2,3,Bullying,3.55,20.00
S9159,Female,11,High School,499620,45.37,1,81.82,1,8.00,State,2,1,Late Submission,3.25,13.50
S9160,Male,9,Master,705165,42.49,1,86.64,1,4.00,School,4,2,Bullying,4.40,17.00
S9161,Female,9,PhD,986134,48.11,1,83.79,1,6.75,State,1,1,Bullying,4.05,20.00
S9162,Male,8,Master,104929,41.84,1,85.54,1,8.00,National,3,3,Late Submission,3.90,28.00
S9163,Male,5,PhD,273096,48.85,1,86.42,1,6.75,State,3,2,Cheating,,
S9164,Female,12,Bachelor,423685,55.28,1,82.58,1,6.00,State,4,3,Bullying,4.10,2.00
S9165,Female,4,Master,623132,44.75,1,84.23,1,8.00,School,3,1,Bullying,,
S9166,Female,8,None,356944,49.38,1,84.78,1,13.00,State,2,2,Cheating,4.70,22.00
S9167,Female,11,PhD,260665,51.87,1,83.68,1,8.00,State,5,3,Late Submission,,
S9168,Female,2,PhD,928709,51.31,1,82.48,1,7.00,School,2,3,Cheating,,
S9169,Female,7,PhD,237101,44.00,1,85.43,1,7.67,State,5,3,Misconduct,4.20,11.00
S9170,Male,1,High School,750690,53.15,1,87.08,1,8.50,State,7,2,Cheating,3.60,22.67
S9171,Female,4,Bachelor,864024,53.79,1,85.54,1,7.60,School,4,2,Cheating,3.30,22.00
S9172,Male,3,Bachelor,458307,46.46,1,84.67,1,9.00,State,3,3,Cheating,2.98,9.50
S9173,Male,2,High School,944052,56.33,1,82.91,1,8.00,School,5,3,Misconduct,,
S9174,Male,1,PhD,868338,49.49,1,85.54,1,12.00,School,1,1,Late Submission,2.20,17.00
S9175,Female,11,PhD,954420,49.88,1,84.45,1,6.33,State,4,2,Bullying,3.33,23.33
S9176,Male,6,High School,198752,47.11,1,84.45,1,9.00,State,3,2,Late Submission,,
S9177,Male,6,Master,449148,53.84,1,84.45,1,7.40,School,6,3,Other,,
S9178,Male,10,PhD,872587,50.67,1,85.10,1,10.83,State,7,3,Cheating,,
S9179,Female,8,PhD,273197,44.82,1,84.99,1,8.60,None,1,1,Bullying,3.20,3.00
S9180,Male,12,High School,82323,49.94,1,87.29,1,8.75,State,2,3,Cheating,4.00,28.00
S9181,Female,2,High School,911734,49.29,1,82.80,1,7.33,School,2,2,Cheating,2.80,13.50
S9182,Female,11,High School,181082,52.79,1,83.79,1,8.20,State,3,3,Cheating,4.90,23.00
S9183,Female,12,PhD,329935,44.94,1,85.43,1,8.83,State,5,3,Late Submission,2.40,6.00
S9184,Female,1,Master,890190,61.65,1,86.64,1,8.33,State,5,3,Late Submission,3.67,17.67
S9185,Female,1,None,572945,47.08,1,84.67,1,9.25,State,2,1,Late Submission,2.25,29.00
S9186,Female,2,Bachelor,875417,46.47,1,83.90,1,7.00,State,4,3,Bullying,3.00,28.50
S9187,Male,8,None,103353,43.54,1,85.87,1,6.00,State,3,3,Cheating,3.10,21.50
S9188,Male,12,Master,373875,42.61,1,84.34,1,6.25,State,5,3,Bullying,2.50,21.50
S9189,Male,7,PhD,508943,45.89,1,84.01,1,7.43,State,4,3,Misconduct,,
S9190,Female,4,PhD,786660,47.26,1,84.99,1,11.00,School,3,3,Other,2.40,26.00
S9191,Female,3,None,425167,49.06,1,85.32,1,7.78,State,3,3,Bullying,,
S9192,Female,5,None,824953,49.78,1,83.13,1,5.33,School,4,3,Misconduct,3.00,26.50
S9193,Female,6,PhD,508360,57.18,1,87.08,1,5.00,School,1,2,Bullying,3.50,22.00
S9194,Male,9,High School,354579,52.10,1,86.31,1,7.80,State,1,1,Bullying,4.20,10.00
S9195,Female,2,Bachelor,228614,54.92,1,83.90,1,6.00,State,2,2,Cheating,5.00,33.00
S9196,Female,4,None,312870,54.77,1,86.75,1,7.67,School,,,,4.50,2.00
S9197,Female,3,Master,267306,45.58,1,85.10,1,8.50,State,4,3,Misconduct,,
S9198,Male,2,High School,192976,53.88,1,83.57,1,8.75,State,,,,2.00,32.00
S9199,Male,10,PhD,925034,54.41,1,83.24,1,5.33,School,3,3,Cheating,3.98,12.00
S9200,Male,6,PhD,873635,45.24,1,86.86,1,5.50,School,7,3,Late Submission,3.70,12.00
S9201,Male,8,None,271901,46.50,1,83.46,1,6.17,State,6,2,Bullying,3.60,18.25
S9202,Male,5,Bachelor,586300,48.50,1,85.32,1,8.75,State,3,2,Cheating,2.45,7.00
S9203,Female,7,Master,883689,58.03,1,86.53,1,10.00,None,6,2,Late Submission,,
S9204,Male,6,Bachelor,165828,52.22,1,84.23,1,7.00,State,8,3,Cheating,,
S9205,Female,7,None,361113,44.62,1,84.67,1,6.50,School,2,3,Cheating,2.60,20.50
S9206,Female,9,PhD,928523,48.79,1,85.21,1,8.00,School,6,3,Bullying,2.60,18.00
S9207,Male,2,Master,768926,55.76,1,86.64,1,7.13,State,2,1,Bullying,2.40,26.50
S9208,Female,8,Master,565427,52.82,1,86.31,1,8.70,State,3,3,Cheating,3.40,27.50
S9209,Female,6,Master,804530,47.37,1,82.80,1,6.71,State,,,,2.35,21.50
S9210,Female,7,Bachelor,554006,51.45,1,86.75,1,6.60,State,5,2,Late Submission,3.55,15.50
S9211,Male,9,Bachelor,181829,49.72,1,85.10,1,4.73,State,1,1,Bullying,2.60,1.00
S9212,Female,11,High School,664586,54.17,1,85.10,1,10.00,State,3,1,Late Submission,3.40,34.00
S9213,Female,6,Bachelor,244034,36.89,0,84.99,1,5.88,State,4,3,Bullying,3.70,19.00
S9214,Female,6,None,351484,48.48,1,85.43,1,4.43,State,,,,2.30,28.00
S9215,Male,10,PhD,575629,54.63,1,86.75,1,7.60,State,,,,3.25,22.00
S9216,Male,8,Bachelor,363614,50.89,1,86.42,1,9.50,State,2,2,Bullying,2.55,31.50
S9217,Male,3,None,502067,51.77,1,86.20,1,4.50,State,3,3,Bullying,4.40,33.00
S9218,Female,12,None,484272,46.92,1,85.98,1,6.67,School,4,3,Bullying,2.60,18.00
S9219,Female,11,High School,726703,47.56,1,84.34,1,6.50,State,5,3,Misconduct,3.67,21.00
S9220,Female,1,None,448357,37.42,0,84.45,1,5.50,National,,,,2.40,31.00
S9221,Male,5,Master,952656,45.03,1,85.65,1,8.75,None,1,3,Late Submission,4.20,26.00
S9222,Male,10,None,307691,45.76,1,84.01,1,7.27,School,1,1,Late Submission,,
S9223,Male,5,High School,108311,51.76,1,83.90,1,5.67,School,2,2,Bullying,3.35,12.00
S9224,Male,9,High School,644197,46.94,1,86.31,1,10.00,National,3,3,Late Submission,2.60,14.00
S9225,Male,1,None,163764,45.09,1,84.12,1,5.25,School,3,1,Cheating,3.40,11.00
S9226,Female,11,None,469937,51.25,1,85.32,1,2.67,School,5,3,Cheating,3.95,12.00
S9227,Female,9,PhD,389091,44.09,1,84.88,1,7.67,School,6,3,Other,2.20,22.00
S9228,Female,6,Bachelor,189911,50.05,1,86.09,1,13.00,National,3,1,Cheating,3.46,14.00
S9229,Female,3,PhD,461770,42.29,1,84.23,1,7.58,State,,,,4.43,13.75
S9230,Female,2,Bachelor,252225,47.13,1,85.54,1,7.13,State,2,3,Bullying,3.75,6.00
S9231,Female,5,Bachelor,526916,58.87,1,84.88,1,7.22,State,4,2,Bullying,4.40,20.00
S9232,Female,2,Master,649649,44.87,1,85.10,1,9.20,None,3,3,Bullying,4.90,33.00
S9233,Female,12,None,738632,54.38,1,83.68,1,9.67,School,1,3,Bullying,3.00,20.00
S9234,Female,6,Master,494820,48.03,1,87.19,1,9.20,School,4,3,Bullying,2.55,31.50
S9235,Male,11,High School,897129,53.67,1,84.67,1,5.50,State,3,3,Cheating,3.53,21.67
S9236,Female,11,Bachelor,121609,51.25,1,86.97,1,6.75,State,3,3,Late Submission,,
S9237,Male,6,Master,997868,53.50,1,84.23,1,3.40,School,4,3,Bullying,4.25,14.50
S9238,Male,10,PhD,836402,50.32,1,85.98,1,5.14,School,4,3,Cheating,,
S9239,Female,3,Bachelor,952521,49.43,1,84.12,1,8.22,State,3,1,Cheating,,
S9240,Female,11,Master,491351,59.53,1,84.67,1,8.71,None,2,3,Bullying,3.60,33.00
S9241,Male,7,PhD,347750,41.55,1,85.98,1,9.80,School,3,3,Bullying,4.80,11.00
S9242,Female,9,Bachelor,927144,47.56,1,84.99,1,6.43,State,4,3,Bullying,3.50,20.00
S9243,Female,10,Master,250528,50.50,1,84.88,1,4.60,School,1,3,Cheating,4.23,19.25
S9244,Female,10,PhD,979505,45.56,1,85.54,1,9.20,State,3,2,Late Submission,3.50,17.00
S9245,Male,1,High School,736795,56.41,1,83.57,1,6.60,State,4,3,Cheating,4.40,17.00
S9246,Male,10,None,762691,55.71,1,86.31,1,6.00,State,4,3,Bullying,3.40,25.25
S9247,Male,1,High School,616258,47.42,1,85.32,1,5.50,State,5,3,Other,2.30,6.00
S9248,Male,2,High School,180233,59.30,1,84.78,1,10.43,State,3,3,Other,,
S9249,Male,10,None,714704,49.76,1,86.20,1,11.00,State,5,3,Bullying,,
S9250,Female,12,Master,229853,48.91,1,85.21,1,9.60,State,6,3,Other,3.00,10.00
S9251,Female,7,High School,207815,46.43,1,84.88,1,9.17,State,8,3,Late Submission,2.20,22.00
S9252,Male,7,Bachelor,495668,47.57,1,84.88,1,8.13,School,4,3,Misconduct,4.60,20.00
S9253,Male,11,High School,680850,57.13,1,87.29,1,7.50,State,2,2,Late Submission,2.53,15.00
S9254,Female,1,PhD,213220,48.30,1,84.45,1,10.80,State,1,2,Cheating,3.50,17.00
S9255,Male,12,High School,451878,49.62,1,85.10,1,4.60,State,1,3,Bullying,3.50,6.00
S9256,Female,4,PhD,145780,57.69,1,85.10,1,6.43,State,3,3,Bullying,3.60,14.00
S9257,Male,4,None,724449,51.82,1,83.35,1,5.40,School,4,2,Misconduct,4.05,15.50
S9258,Female,6,PhD,843475,47.28,1,85.43,1,5.20,State,3,2,Late Submission,,
S9259,Male,11,Bachelor,987393,53.50,1,84.78,1,7.75,State,4,2,Other,2.70,13.00
S9260,Male,3,Bachelor,604926,45.06,1,84.67,1,7.71,School,3,1,Cheating,5.00,34.00
S9261,Male,6,None,561557,52.66,1,85.54,1,8.67,State,5,3,Other,3.00,35.00
S9262,Female,1,PhD,272673,48.11,1,85.43,1,10.40,School,4,3,Cheating,3.40,21.33
S9263,Male,9,None,946499,37.84,0,85.65,1,4.75,State,3,3,Late Submission,3.05,19.25
S9264,Male,3,Bachelor,332937,58.03,1,84.78,1,6.00,School,4,3,Cheating,2.70,25.50
S9265,Female,4,None,75216,45.69,1,83.13,1,8.75,School,4,2,Bullying,,
S9266,Female,8,None,751785,58.54,1,84.99,1,6.33,None,5,3,Bullying,3.70,7.00
S9267,Male,11,Bachelor,786733,52.03,1,83.57,1,8.43,State,4,3,Other,3.60,23.00
S9268,Male,8,Master,710183,50.87,1,84.45,1,4.50,State,5,3,Cheating,3.05,28.00
S9269,Female,7,Bachelor,409816,41.92,1,86.53,1,7.25,None,1,3,Bullying,4.90,30.00
S9270,Female,7,None,508826,41.12,1,85.76,1,7.50,School,5,3,Other,,
S9271,Female,6,Master,286183,48.84,1,86.31,1,10.43,State,2,3,Cheating,3.70,23.33
S9272,Female,5,PhD,161924,41.59,1,83.57,1,4.67,State,3,3,Bullying,,
S9273,Female,2,High School,458560,54.44,1,84.23,1,6.33,State,4,3,Misconduct,2.50,2.00
S9274,Female,2,Bachelor,984611,55.65,1,83.90,1,12.00,School,2,3,Cheating,3.50,22.00
S9275,Male,10,High School,686712,46.38,1,85.43,1,6.83,State,8,3,Late Submission,3.52,23.20
S9276,Male,8,None,922697,48.37,1,84.23,1,5.00,School,3,3,Bullying,,
S9277,Male,6,None,722838,46.55,1,85.43,1,7.33,None,3,2,Bullying,2.30,11.00
S9278,Male,5,High School,717510,41.53,1,83.90,1,3.67,State,5,3,Bullying,2.50,20.75
S9279,Male,7,High School,545504,52.15,1,83.68,1,6.75,State,1,2,Bullying,,
S9280,Male,5,Master,546138,50.37,1,84.67,1,4.00,School,5,2,Other,,
S9281,Male,12,PhD,123264,49.39,1,83.79,1,6.44,State,5,3,Bullying,3.20,11.50
S9282,Male,4,Master,167358,49.16,1,85.54,1,8.50,School,2,3,Bullying,,
S9283,Male,8,Bachelor,678573,46.71,1,85.10,1,10.00,State,6,3,Cheating,2.40,16.50
S9284,Female,6,Master,750404,52.68,1,85.32,1,8.00,School,,,,3.10,17.50
S9285,Female,3,None,878134,51.03,1,84.34,1,3.75,State,5,3,Bullying,2.70,7.00
S9286,Female,11,High School,235886,45.75,1,83.90,1,8.25,School,3,3,Late Submission,2.87,18.67
S9287,Female,11,Bachelor,677090,52.41,1,85.43,1,3.00,School,3,3,Misconduct,,
S9288,Male,1,Bachelor,924680,53.16,1,86.97,1,8.75,State,2,2,Misconduct,4.80,23.00
S9289,Male,7,Bachelor,969131,54.06,1,85.32,1,8.00,State,5,3,Bullying,3.38,16.75
S9290,Female,5,Bachelor,313171,50.36,1,84.99,1,5.82,State,7,3,Late Submission,3.87,26.67
S9291,Male,12,PhD,897630,51.05,1,84.78,1,10.33,State,5,3,Bullying,,
S9292,Male,5,High School,213903,45.50,1,85.65,1,11.00,National,6,1,Bullying,,
S9293,Male,8,High School,223172,40.97,1,84.01,1,10.00,State,,,,,
S9294,Female,12,PhD,300585,57.46,1,86.64,1,7.44,State,1,1,Misconduct,2.30,11.00
S9295,Male,8,PhD,99238,62.92,1,85.65,1,8.38,School,4,3,Cheating,3.60,11.33
S9296,Female,11,Master,161593,43.76,1,85.10,1,7.67,State,4,3,Cheating,,
S9297,Male,4,PhD,837071,50.66,1,81.71,1,4.00,State,2,1,Cheating,3.60,23.00
S9298,Male,1,None,95715,48.11,1,84.45,1,7.40,State,1,2,Other,3.70,10.50
S9299,Male,11,Master,271990,52.18,1,85.65,1,6.56,State,2,2,Misconduct,3.45,20.50
S9300,Female,9,Master,726739,49.95,1,86.09,1,8.36,State,4,3,Cheating,,
S9301,Female,6,Bachelor,472038,51.69,1,84.99,1,6.60,State,4,3,Bullying,3.90,8.00
S9302,Female,2,Master,223747,49.97,1,85.43,1,8.14,School,2,3,Late Submission,4.80,28.00
S9303,Female,11,None,303052,51.95,1,83.24,1,7.00,State,2,3,Bullying,2.20,28.00
S9304,Female,7,High School,280916,59.24,1,85.76,1,9.25,None,3,3,Cheating,3.65,17.00
S9305,Female,7,Bachelor,730009,53.00,1,85.87,1,7.40,State,1,2,Bullying,3.70,28.00
S9306,Female,2,Bachelor,361098,45.84,1,86.97,1,11.60,State,3,3,Bullying,,
S9307,Male,6,None,538153,54.76,1,86.20,1,8.00,State,7,3,Bullying,3.50,28.00
S9308,Female,4,Bachelor,843035,40.08,1,84.67,1,11.00,National,6,3,Other,3.85,16.00
S9309,Female,2,Master,465113,47.15,1,85.65,1,5.33,State,3,3,Cheating,2.77,14.33
S9310,Female,12,PhD,428463,48.76,1,85.76,1,7.00,School,1,1,Misconduct,3.80,22.25
S9311,Female,7,None,93804,48.66,1,85.10,1,7.00,None,2,3,Cheating,2.30,25.00
S9312,Male,8,Bachelor,210900,56.03,1,85.43,1,5.86,State,3,2,Cheating,3.90,29.00
S9313,Female,12,Bachelor,590894,40.64,1,84.34,1,6.83,None,5,3,Cheating,2.80,8.50
S9314,Male,2,None,641348,46.38,1,85.10,1,6.75,State,2,3,Late Submission,,
S9315,Male,3,Bachelor,147078,50.77,1,84.23,1,8.00,School,2,2,Bullying,4.25,16.00
S9316,Female,6,Master,666430,50.76,1,86.64,1,6.75,School,1,1,Bullying,3.50,11.00
S9317,Male,8,High School,291017,37.52,0,85.65,1,9.71,State,8,3,Other,4.50,3.00
S9318,Female,7,None,336277,51.00,1,87.51,1,9.20,State,7,3,Bullying,2.40,3.00
S9319,Female,3,Master,371792,47.75,1,83.57,1,10.33,State,3,2,Late Submission,2.40,28.00
S9320,Male,3,PhD,937361,51.15,1,85.65,1,12.00,None,,,,,
S9321,Male,9,None,281398,40.93,1,86.42,1,6.14,State,3,2,Misconduct,3.15,28.00
S9322,Male,3,PhD,636746,52.53,1,83.35,1,10.67,State,,,,4.50,12.00
S9323,Male,1,PhD,867011,43.82,1,85.43,1,4.00,State,3,3,Cheating,3.50,25.67
S9324,Female,11,High School,376523,54.81,1,84.67,1,7.78,State,2,2,Cheating,3.00,16.00
S9325,Male,3,PhD,718950,52.61,1,87.40,1,10.00,School,1,1,Other,4.90,13.33
S9326,Male,2,Bachelor,645345,46.97,1,85.43,1,11.67,State,1,1,Misconduct,3.80,12.00
S9327,Male,9,Bachelor,76819,61.29,1,84.23,1,5.60,School,3,3,Late Submission,3.58,19.25
S9328,Female,11,PhD,899335,42.52,1,84.67,1,9.20,State,3,3,Late Submission,3.75,16.50
S9329,Male,10,None,622281,38.63,0,84.88,1,5.83,State,1,2,Other,3.40,23.00
S9330,Male,11,Bachelor,838030,44.79,1,84.45,1,11.67,None,1,3,Other,2.60,25.00
S9331,Female,8,PhD,75215,53.32,1,85.87,1,8.00,State,4,2,Bullying,2.40,31.00
S9332,Female,9,High School,375796,55.89,1,84.12,1,6.25,State,4,2,Other,3.20,3.00
S9333,Female,7,Master,445612,48.85,1,85.21,1,5.25,State,4,3,Bullying,2.00,21.00
S9334,Male,7,None,763039,48.51,1,86.31,1,6.00,School,3,3,Bullying,3.43,28.67
S9335,Male,9,Master,580117,51.77,1,87.73,1,7.71,State,3,3,Bullying,4.20,23.33
S9336,Female,12,None,605092,50.42,1,86.31,1,8.00,State,2,2,Cheating,,
S9337,Female,10,High School,400431,47.83,1,85.87,1,9.00,School,1,3,Misconduct,4.30,21.00
S9338,Male,10,Master,881265,47.49,1,83.46,1,6.44,State,1,2,Other,3.40,17.00
S9339,Female,7,PhD,837251,54.39,1,85.87,1,10.00,None,3,2,Cheating,2.60,5.00
S9340,Male,3,Bachelor,519684,50.27,1,85.32,1,4.90,State,4,3,Bullying,3.20,11.67
S9341,Female,4,Bachelor,802709,53.50,1,82.69,1,12.67,State,,,,,
S9342,Male,8,None,813002,51.20,1,86.31,1,3.17,State,5,3,Late Submission,,
S9343,Female,3,High School,868893,43.03,1,84.99,1,6.13,State,2,3,Late Submission,,
S9344,Female,11,Bachelor,967754,56.03,1,84.56,1,6.00,School,2,3,Misconduct,4.00,26.00
S9345,Female,7,None,98206,44.78,1,84.23,1,7.00,School,3,2,Cheating,3.90,33.00
S9346,Male,5,PhD,814273,48.05,1,83.90,1,3.00,State,1,1,Bullying,,
S9347,Male,9,None,446810,54.46,1,82.69,1,10.00,School,6,3,Late Submission,4.10,10.00
S9348,Male,9,PhD,454869,51.30,1,86.20,1,8.40,State,4,3,Bullying,3.73,24.67
S9349,Male,5,Bachelor,683414,60.97,1,87.29,1,11.25,State,2,2,Bullying,2.30,20.00
S9350,Male,4,PhD,427724,40.80,1,84.88,1,13.00,School,5,3,Bullying,3.80,31.20
S9351,Female,10,Bachelor,487348,55.35,1,86.31,1,6.25,School,1,2,Late Submission,3.60,18.25
S9352,Male,11,Bachelor,336337,53.06,1,86.31,1,8.00,State,6,2,Cheating,,
S9353,Male,12,High School,961031,47.95,1,86.09,1,6.00,None,4,3,Other,3.70,9.50
S9354,Male,9,None,177197,49.94,1,85.87,1,6.17,State,3,3,Cheating,3.43,24.00
S9355,Male,5,Master,491270,43.90,1,84.99,1,8.17,State,4,3,Other,3.13,15.00
S9356,Male,11,High School,567954,50.90,1,84.56,1,3.33,State,4,3,Bullying,3.30,11.00
S9357,Male,11,PhD,627801,46.57,1,85.98,1,7.75,State,2,3,Bullying,2.50,1.00
S9358,Male,11,High School,217712,51.03,1,86.86,1,9.00,School,4,3,Other,3.95,27.50
S9359,Male,7,High School,150453,45.15,1,82.80,1,4.00,State,4,2,Bullying,3.64,24.40
S9360,Male,1,None,707649,51.18,1,86.20,1,9.75,School,1,3,Other,3.40,23.00
S9361,Male,10,None,431484,55.66,1,84.01,1,7.40,State,2,3,Cheating,2.80,30.00
S9362,Male,2,High School,304139,40.14,1,87.73,1,9.33,State,3,2,Bullying,,
S9363,Male,11,None,355228,43.85,1,82.48,1,7.83,State,1,1,Misconduct,2.40,30.00
S9364,Male,2,High School,558595,49.87,1,84.23,1,9.00,State,1,1,Other,3.77,15.33
S9365,Male,4,None,625945,48.63,1,84.01,1,5.75,State,,,,4.85,9.50
S9366,Female,3,None,924243,54.24,1,82.91,1,4.00,State,4,3,Late Submission,3.97,28.17
S9367,Male,10,Bachelor,683754,50.18,1,83.24,1,10.50,School,4,3,Bullying,2.25,5.50
S9368,Male,2,Master,559563,51.66,1,86.09,1,4.25,School,2,3,Late Submission,2.40,22.00
S9369,Female,10,None,58181,51.72,1,88.61,1,6.00,School,1,3,Misconduct,3.35,22.00
S9370,Male,11,PhD,719887,53.95,1,85.21,1,1.33,State,1,1,Other,,
S9371,Female,7,Bachelor,933839,50.92,1,84.45,1,5.75,State,4,3,Bullying,3.47,8.33
S9372,Male,5,Bachelor,605324,51.13,1,84.78,1,5.25,School,2,1,Bullying,,
S9373,Female,4,PhD,865915,46.06,1,85.21,1,8.13,State,4,2,Bullying,2.35,14.50
S9374,Male,6,None,377801,43.22,1,85.32,1,5.00,State,4,3,Bullying,3.80,11.50
S9375,Female,5,Master,698865,49.00,1,83.24,1,10.00,State,2,3,Bullying,,
S9376,Male,8,None,991526,46.74,1,84.45,1,5.33,State,1,3,Misconduct,3.47,17.00
S9377,Male,3,Master,197462,56.61,1,84.56,1,0.00,State,4,2,Late Submission,3.77,22.00
S9378,Male,5,None,98850,50.00,1,86.42,1,7.60,State,3,2,Cheating,2.90,20.50
S9379,Male,9,High School,346780,46.64,1,86.09,1,5.67,None,2,3,Bullying,3.77,26.33
S9380,Male,4,High School,168757,50.92,1,84.45,1,2.50,School,,,,3.47,11.33
S9381,Male,1,Bachelor,952950,54.90,1,83.02,1,8.00,School,3,2,Other,4.10,10.50
S9382,Male,5,None,622925,55.53,1,84.34,1,9.00,State,3,3,Cheating,3.87,18.33
S9383,Male,11,Bachelor,245981,42.89,1,86.86,1,7.75,School,6,3,Late Submission,2.20,11.00
S9384,Female,3,Bachelor,204723,44.67,1,84.99,1,15.00,National,7,3,Bullying,4.00,26.50
S9385,Male,2,High School,167129,49.90,1,84.67,1,8.33,State,1,2,Cheating,2.50,33.00
S9386,Female,8,PhD,413145,44.38,1,84.88,1,12.00,District,1,3,Cheating,3.40,31.00
S9387,Male,9,High School,225600,52.00,1,86.20,1,7.25,State,7,3,Misconduct,,
S9388,Female,11,None,156445,49.55,1,86.20,1,7.00,State,6,3,Late Submission,4.30,32.00
S9389,Female,8,PhD,166199,54.54,1,84.99,1,6.67,School,2,2,Cheating,3.00,33.00
S9390,Female,8,PhD,481420,51.03,1,84.34,1,6.29,School,1,1,Misconduct,3.45,24.50
S9391,Male,3,Bachelor,150506,46.64,1,84.78,1,7.00,School,4,2,Other,3.80,5.00
S9392,Male,9,Master,967160,49.28,1,85.87,1,9.20,State,3,3,Cheating,3.73,18.86
S9393,Male,7,Master,295221,44.58,1,85.98,1,13.20,School,2,3,Misconduct,3.20,12.00
S9394,Male,3,None,694655,50.12,1,84.45,1,7.75,School,4,2,Late Submission,3.80,30.00
S9395,Male,8,Bachelor,268854,53.14,1,84.78,1,6.80,School,6,3,Bullying,2.10,27.00
S9396,Female,11,None,428550,48.51,1,83.90,1,7.00,State,5,3,Bullying,2.30,5.00
S9397,Male,10,PhD,344662,57.89,1,87.08,1,5.40,State,3,3,Bullying,3.20,23.67
S9398,Male,11,Bachelor,78802,47.92,1,82.37,1,4.75,State,2,3,Late Submission,3.93,24.33
S9399,Female,6,None,603247,53.68,1,83.02,1,5.73,State,1,1,Bullying,3.40,17.00
S9400,Female,3,PhD,355359,36.26,0,84.12,1,8.80,State,6,3,Bullying,2.20,21.67
S9401,Female,8,None,293987,46.41,1,85.98,1,15.00,None,1,2,Other,3.60,34.00
S9402,Female,7,Master,689601,51.16,1,83.57,1,9.25,State,3,3,Misconduct,4.30,23.50
S9403,Male,12,None,636292,56.76,1,84.01,1,8.20,State,2,3,Bullying,,
S9404,Male,11,Master,461779,62.34,1,83.46,1,11.50,School,6,3,Late Submission,3.54,26.20
S9405,Female,1,Bachelor,584707,56.97,1,85.98,1,10.60,State,7,3,Bullying,3.50,10.50
S9406,Female,6,None,138301,55.37,1,84.12,1,4.25,State,4,3,Misconduct,3.60,31.00
S9407,Male,8,High School,526643,47.41,1,85.87,1,10.29,State,4,3,Other,,
S9408,Male,12,High School,625141,56.64,1,85.54,1,6.71,State,4,3,Late Submission,3.35,12.50
S9409,Male,2,PhD,297734,46.25,1,85.98,1,7.00,School,4,3,Cheating,,
S9410,Male,6,None,144362,52.84,1,85.76,1,6.71,School,2,2,Late Submission,3.80,2.00
S9411,Male,4,Bachelor,79033,50.61,1,84.56,1,4.33,State,2,2,Cheating,4.10,25.00
S9412,Male,7,PhD,82541,41.41,1,84.99,1,6.00,State,1,2,Cheating,2.50,2.00
S9413,Male,6,None,237454,46.00,1,82.15,1,7.00,School,3,3,Misconduct,3.78,24.60
